,metadata_visibility,datestamp,eprintid,eprint_status,official_url,lastmod,documents,userid,title,refereed,type,creators,subjects,date,uri,abstract,related_url,publisher,divisions,publication,dir,rev_number,ispublished,issn,full_text_status,status_changed,number,pagerange,volume,date_type,place_of_pub,id_number,funders,succeeds,corp_creators,pages,isbn
0,show,2021-09-20 01:07:51,33999,archive,https://eudl.eu/doi/10.4108/eai.16-10-2020.2305207,2021-09-20 01:07:51,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154250', 'security': 'public', 'placement': 1, 'eprintid': 33999, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': '2. eai.16-10-2020.2305207.pdf', 'files': [{'datasetid': 'document', 'fileid': 401557, 'hash': '32c1655e73416831678d6fee5aab9d07', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-19 17:21:06', 'filesize': 338243, 'objectid': 154250, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401557', 'filename': '2. eai.16-10-2020.2305207.pdf'}], 'docid': 154250, 'format': 'text'}]",968,The Use of Mobile Device in the School for Learning and Teaching System a Literature Review,TRUE,article,"[{'name': {'lineage': None, 'family': 'Eis Nurbanati', 'honourific': None, 'given': 'Eis'}}, {'name': {'given': 'Hariri', 'family': 'Hasan', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Rini', 'honourific': None, 'family': 'Riswanti', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Sowiyah', 'honourific': None, 'given': 'Sowiyah'}}, {'name': {'given': 'RP', 'honourific': None, 'family': 'Ryzal Perdana', 'lineage': None}}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/33999,"Students have significantly increased the usage and possession of mobile digital devices, contributing An improvement with the use of personal Phone devices for educational environments. The objective of this research was to assess the viability of integrating digital technology into the learning and teaching process. However, this literature review configuration was how utilizing mobile technologies facilitates educational content for teaching and learning purpose. The review process started with a search engine, Google Scholar and IEEE, to search for papers with keywords by using search and review methods. The impact on student learning of the integration Around portable devices was explored in this study and found It seems that the total impact that use devices is great for education. than using any technology or using desktop computers. These findings indicate That it is important for teachers to use several Various and sundry instruments To build motivated active learning, but each one of them instrument The major purposes are both and constraints.","[{'url': 'https://eudl.eu/doi/10.4108/eai.16-10-2020.2305207', 'type': 'pub'}]",EAI,['FKIP5'],ICOPE 2020,disk0/00/03/39/99,7,pub,2593-7650,public,2021-09-20 01:07:51,,,,,,,,,,,
1,show,2021-09-20 01:07:49,33998,archive,http://jurnal.fkip.unila.ac.id/index.php/JMMP/index,2021-09-20 01:07:49,"[{'placement': 1, 'eprintid': 33998, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154249', 'security': 'public', 'main': '1. 22529-53982-1-PB.pdf', 'docid': 154249, 'files': [{'datasetid': 'document', 'fileid': 401551, 'mime_type': 'application/pdf', 'hash': '5ab687e42566f9ef2a34f108e5cf7a0f', 'objectid': 154249, 'filesize': 447110, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401551', 'filename': '1. 22529-53982-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-19 17:17:03'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",968,Android-Based Management Information System at Bandar Lampung Technology High School,TRUE,article,"[{'name': {'given': 'Eis', 'honourific': None, 'lineage': None, 'family': 'Eis Nurbanati'}}, {'name': {'family': 'Sowiyah', 'lineage': None, 'honourific': None, 'given': 'Sowiyah'}}, {'name': {'given': 'Rini', 'honourific': None, 'family': 'Riswanti', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Hasan', 'given': 'Hariri'}}]",['L1'],2021-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33998,"This study aimed to analyze and describe an Android-based SIM at SMK SMTI (Industrial Technology High School). There are four elements described, namely (1) planning an Android-based SIM at SMK SMTI Bandar Lampung, (2) organizing an Android-based SIM at SMK SMTI Bandar Lampung, (3) implementing an Android-based SIM at SMK SMTI Bandar Lampung, and (4) monitoring and evaluation of an Android-based SIM at SMK SMTI Bandar Lampung. The approach used in this study was a descriptive qualitative approach. The research data were obtained from two sources, namely researchers and 10 informants. Data collection techniques were carried out by: (1) interviews, (2) observation, and (3) document study. The validity of the data was obtained from the findings that were carried out by testing the credibility, dependability and confirmability. The results showed that, (1) the SIM planning at SMK SMTI Bandar Lampung accommodated the needs of steakholders obtained through brainstorming and selecting them according to school objectives. (2) SIM organization at SMK SMTI Bandar Lampung socialized Android-based SIM according to users such as teachers, students and parents. (3) the implementation of an Android-based SIM at SMK SMTI Bandar Lampung could improve education quality services that are effective and efficient. (4) monitoring and evaluation of SIM-based SMK SMTI Bandar Lampung could be done by looking through the admin account how active teachers, students and parents were using SIM for teaching and learning activities.","[{'type': 'pub', 'url': 'http://jurnal.fkip.unila.ac.id/index.php/JMMP/index'}]",FKIP Unila,['FKIP5'],Jurnal Manajemen Mutu Pendidikan,disk0/00/03/39/98,6,pub,e-ISSN: 2716-4616 | p-ISSN 2302-1772,public,2021-09-20 01:07:49,1.0,50-63,9.0,published,,,,,,,
2,show,2021-05-05 07:39:32,30011,archive,,2021-05-05 07:39:32,"[{'eprintid': 30011, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/134692', 'format': 'text', 'docid': 134692, 'main': '6 Reviewer SAGE Open Maret 2021.pdf', 'files': [{'fileid': 355717, 'datasetid': 'document', 'hash': 'fecce6dfe8186633150332fb59c73f3b', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-05 07:32:46', 'filesize': 70856, 'objectid': 134692, 'filename': '6 Reviewer SAGE Open Maret 2021.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355717'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",214,"Reviewing manuscript # SO-20-4304 entitled ""Does Path-Goal Theory Principal Leadership Styles Contribute to the KPIs of Teacher Job Performance?"" for SAGE Open in  March 2021",,other,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'family': 'Hariri', 'lineage': None, 'honourific': None}}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/30011,"Menjadi reviewer pada jurnal internasional bereputasi SAGE Open: reviewing manuscript # SO-20-4304 entitled ""Does Path-Goal Theory Principal Leadership Styles Contribute to the KPIs of Teacher Job Performance?"" for SAGE Open (bukti: email dari SAGE Open (terlampir tanggal 07-Mar-2021).",,SAGE open,['FKIP5'],,disk0/00/03/00/11,8,unpub,,public,2021-05-05 07:39:32,,,,completed,,,,,,,
3,show,2021-06-02 01:03:51,31569,archive,http://ejurnalmalahayati.ac.id/index.php/kreativitas/article/view/4361,2021-06-02 01:03:51,"[{'eprintid': 31569, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142825', 'format': 'text', 'files': [{'fileid': 374076, 'datasetid': 'document', 'hash': '9ffcf9d7ac45a6323f6001d4334c5ba5', 'mime_type': 'application/pdf', 'objectid': 142825, 'filesize': 415094, 'filename': 'Hariri&Karwan 2021 Karya Pengabdian Penguatan Kompetensi Supervisi Akademik.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/374076', 'hash_type': 'MD5', 'mtime': '2021-06-01 03:03:47'}], 'main': 'Hariri&Karwan 2021 Karya Pengabdian Penguatan Kompetensi Supervisi Akademik.pdf', 'docid': 142825, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",214,Penguatan Kompetensi Supervisi Akademik bagi Kepala Sekolah Dasar di Kota Bandar Lampung,,other,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'honourific': None, 'lineage': None, 'family': 'Hariri'}}, {'name': {'given': 'Dedy H.', 'lineage': None, 'family': 'Karwan', 'honourific': None}, 'id': 'dhkarwan@yahoo.co.id'}]",['L1'],2021-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31569,"Kegiatan penguatan kompetensi supervisi akademik bagi kepala sekolah dasar bertujuan untuk: 1) Meningkatkan pemahaman peran kepala sekolah sebagai supervisor dan pentingnya supervisi akademik dalam meningkatkan professional guru yang berdampak pada peningkatan mutu pendidikan di sekolah, 2) Meningkatkan sikap positif kepala sekolah dalam mengembangkan kemampuan dan usaha-usaha memperbaiki pelaksanaan supervisi akademik di sekolah, 3) Meningkatkan kemampuan atau keterampilan kepala sekolah dalam menerapkan  kegiatan ini
adalah kepala sekolah memiliki sikap positif untuk mengembangkan kemampuan dan usaha memperbaiki pelaksanaan supervisi akademik di sekolah. Kegiatan dilaksanakan di Aula Dinas Pendidikan dan Kebudayaan Kota Bandar Lampung.
Metode yang digunakan dalam kegiatan ini: 1) Ekspositori: instruktur ceramah atau presentasi dengan menggunakan media visual, 2) Tanya jawab: dalam ceramah atau
presentasi yang disampaikan oleh instruktur kepada peserta disertai tanya jawab antara peserta dan instruktur, 3) Pemberian tugas: instruktur memberikan tugas kepada peserta untuk melaksanakan kegiatan sesuai dengan materi yang telah diberikan. Pemberian tugas dilakukan secara individu dan kelompok, 4) Diskusi
kelompok: kegiatan yang dilakukan secara kelompok dalam rangka menyelesaikan tugas yang diberikan oleh instruktur yang hasilnya dipresentasikan dihadapan kelompok lain, 5) Latihan: kegiatan praktik pembuatan rencana kegiatan
pengawasan akademik. Sasaran dalam kegiatan ini adalah kepala sekolah dasar yang masa jabatannya kurang dari lima tahun. Hasil kegiatan: 1. Meningkatkan pengetahuan peserta tentang pentingnya pengembangan guru, peran dan
tanggungjawab kepala sekolah, konsep dasar sipervisi akademik, dan pendekatan, prinsip dan teknik supervisi akademik, 2. Materi kegiatan merupakan hal yang
dibutuhkan dan bermanfaat bagi peserta atau kepala sekolah untuk merencanakan dan melaksanakan kegiatan supervisi akademik di sekolah, 3. Menumbuhkan dan
meningkatkan sikap positif  kepala sekolah terhadap pelaksanaan supervisi akademik dalam mengembangkan profesional guru, dan 4. Meningkatkan keterampilan kepala
sekolah dalam membuat perencanaan pengawasan akademik dan menggunakan lembar pengamatan untuk menilai guru pengajar.

Kata kunci: penguatan, supervisi akademik, kepala sekolah",,DIII Keperawatan Universitas Malahayati Lampung,['FKIP5'],,disk0/00/03/15/69,7,pub,,public,2021-06-02 01:03:51,,,,published,Bandar Lampung,https://doi.org/10.33024/jkpm.v4i3.4361,,,,,
4,show,2021-05-05 01:03:43,29968,archive,https://www.eu-jer.com/EU-JER_10_1_39.pdf,2021-05-05 01:03:43,"[{'eprintid': 29968, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/134477', 'pos': 1, 'format': 'text', 'main': 'Hariri et al 2021 eu-jer Motivation&LStr.pdf', 'docid': 134477, 'files': [{'objectid': 134477, 'filesize': 720731, 'filename': 'Hariri et al 2021 eu-jer Motivation&LStr.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/355223', 'hash_type': 'MD5', 'mtime': '2021-05-04 15:01:34', 'datasetid': 'document', 'fileid': 355223, 'mime_type': 'application/pdf', 'hash': '758d8d1780d553b03252309deede7e1d'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",214,Motivation and Learning Strategies: Student Motivation Affects Student Learning Strategies,TRUE,article,"[{'name': {'given': 'Hasan', 'honourific': None, 'lineage': None, 'family': 'Hariri'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'dhkarwan@yahoo.co.id', 'name': {'lineage': None, 'family': 'Karwan', 'honourific': None, 'given': 'Dedy H.'}}, {'id': 'eenhaenilah@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Haenilah', 'given': 'Een Yahya'}}, {'name': {'given': 'Riswanti', 'honourific': None, 'family': 'Rini', 'lineage': None}, 'id': None}, {'name': {'given': 'Ujang', 'lineage': None, 'family': 'Suparman', 'honourific': None}, 'id': 'ujang.suparman@fkip.unila.ac.id'}]",['L1'],2021-01-15 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29968,"Despite being a popular research subject internationally, self-regulated learning is relatively under-investigated in the Indonesian context. This article examined student learning motivation and its use as an indicator to predict student learning strategies in an Indonesian school context. This article applied quantitative research design, with Motivated Strategies for Learning
Questionnaire (MSLQ) used to collect the data. This questionnaire was completed by 408 public high secondary students randomly selected from the population in Lampung Province schools, and multiple regression was used to analyze the obtained data. Results show that student motivation and learning strategies were positively and significantly correlated; three predictor variables of student motivation could significantly predict learning strategies; and value components of student motivation best predicted learning strategies. In conclusion, these findings indicate that, when teachers apply learning strategies, such variables as motivation including value, expectancy, and affective components should be strongly considered to be in place. It is hoped finally that the students will be self-regulated learners for their success.",[{'url': 'https://www.eu-jer.com/EU-JER_10_1_39.pdf'}],Eurasian Society of Educational Research,['FKIP5'],European Journal of Educational Research,disk0/00/02/99/68,7,pub,2165-8714,public,2021-05-05 01:03:43,1.0,39-49,10.0,published,,https://doi.org/10.12973/eu-jer.10.1.39,['Universitas Lampung'],,,,
5,show,2021-09-22 04:41:48,34085,archive,https://www.eu-jer.com/motivation-and-learning-strategies-student-motivation-affects-student-learning-strategies,2021-09-22 04:41:48,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'PeerReviewMotivationLStratgies.pdf', 'docid': 154526, 'files': [{'filename': 'PeerReviewMotivationLStratgies.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402343', 'filesize': 1219995, 'objectid': 154526, 'mtime': '2021-09-22 04:06:04', 'hash_type': 'MD5', 'hash': '128227ba5913d8218dc6ccc64099b057', 'mime_type': 'application/pdf', 'fileid': 402343, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154526', 'pos': 1, 'eprintid': 34085, 'placement': 1}]",214,Peer Review Artikel: Motivation and learning strategies: Student motivation affects student learning strategies,,other,"[{'name': {'given': 'Hasan', 'lineage': None, 'family': 'Hariri', 'honourific': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'dhkarwan@yahoo.co.id', 'name': {'given': 'Dedy H.', 'family': 'Karwan', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Een Yayah', 'lineage': None, 'family': 'Haenilah', 'honourific': None}, 'id': 'eenhaenilah@gmail.com'}, {'id': 'ujang.suparman@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Suparman', 'given': 'Ujang'}}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/34085,"Despite being a popular research subject internationally, self-regulated learning is relatively under-investigated in the Indonesian context. This article examined student learning motivation and its use as an indicator to predict student learning strategies in an Indonesian school context. This article applied quantitative research design, with Motivated Strategies for Learning
Questionnaire (MSLQ) used to collect the data. This questionnaire was completed by 408 public high secondary students randomly selected from the population in Lampung Province schools, and multiple regression was used to analyze the obtained data. Results show that student motivation and learning strategies were positively and significantly correlated; three predictor variables of student motivation could significantly predict learning strategies; and value components of student motivation best predicted learning strategies. In conclusion, these findings indicate that, when teachers apply learning strategies, such variables as motivation including value, expectancy, and affective components should be strongly considered to be in place. It is hoped finally that the students will be self-regulated learners for their success.",[{'url': 'https://doi.org/10.12973/eu-jer.10.1.39'}],Eurasian Society of Educational Research,['FKIP5'],,disk0/00/03/40/85,6,pub,,public,2021-09-22 04:41:48,,,,published,United States,https://doi.org/10.12973/eu-jer.10.1.39,['Universitas Lampung'],33708.0,,,
6,show,2021-08-29 01:34:47,33709,archive,https://www.eu-jer.com/motivation-and-learning-strategies-student-motivation-affects-student-learning-strategies,2021-08-29 01:34:47,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Uji Kemiripan Karil Syarat Khusus_Motivation_and_LStrategies.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-08-28 15:34:02', 'objectid': 153933, 'filesize': 2856020, 'uri': 'http://repository.lppm.unila.ac.id/id/file/399328', 'filename': 'Uji Kemiripan Karil Syarat Khusus_Motivation_and_LStrategies.pdf', 'datasetid': 'document', 'fileid': 399328, 'hash': '5730eea76e2d9e28ce0713e92604099c', 'mime_type': 'application/pdf'}], 'docid': 153933, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153933', 'eprintid': 33709, 'placement': 1}]",214,Uji similarity artikel: Motivation and Learning Strategies: Student Motivation Affects Student Learning Strategies,,other,"[{'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}}, {'id': 'dhkarwan@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Karwan', 'given': 'Dedy H.'}}, {'name': {'given': 'Een Yayah', 'lineage': None, 'family': 'Haenilah', 'honourific': None}, 'id': 'eenhaenilah@gmail.com'}, {'name': {'given': 'Ujang', 'lineage': None, 'family': 'Suparman', 'honourific': None}, 'id': 'ujang.suparman@fkip.unila.ac.id'}]",['L1'],1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/33709,"Despite being a popular research subject internationally, self-regulated learning is relatively under-investigated in the Indonesian context. This article examined student learning motivation and its use as an indicator to predict student learning strategies in an Indonesian school context. This article applied quantitative research design, with Motivated Strategies for Learning Questionnaire (MSLQ) used to collect the data. This questionnaire was completed by 408 public high secondary students randomly selected from the population in Lampung Province schools, and multiple regression was used to analyze the obtained data. Results show that student motivation and learning strategies were positively and significantly correlated; three predictor variables of student motivation could significantly predict learning strategies; and value components of student motivation best predicted learning strategies. In conclusion, these findings indicate that, when teachers apply learning strategies, such variables as motivation including value, expectancy, and affective components should be strongly considered to be in place. It is hoped finally that the students will be self-regulated learners for their success.",[{'url': 'https://doi.org/10.12973/eu-jer.10.1.39'}],Eurasian Society of Educational Research,['FKIP5'],,disk0/00/03/37/09,7,pub,,public,2021-08-29 01:34:47,,,,published,United States,https://doi.org/10.12973/eu-jer.10.1.39,['Universitas Lampung'],,,,
7,show,2022-04-18 01:08:40,41344,archive,https://www.eu-jer.com/motivation-and-learning-strategies-student-motivation-affects-student-learning-strategies,2022-04-18 01:08:40,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162967', 'pos': 1, 'eprintid': 41344, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'EU-JER_10_1_39_Motivation and Learning__.pdf', 'docid': 162967, 'files': [{'objectid': 162967, 'filesize': 720731, 'uri': 'http://repository.lppm.unila.ac.id/id/file/458376', 'filename': 'EU-JER_10_1_39_Motivation and Learning__.pdf', 'hash_type': 'MD5', 'mtime': '2022-04-16 00:23:58', 'datasetid': 'document', 'fileid': 458376, 'hash': '758d8d1780d553b03252309deede7e1d', 'mime_type': 'application/pdf'}]}]",998,"Motivation and Learning Strategies Student Motivation Affects 
Student Learning Strategies",TRUE,article,"[{'name': {'given': 'Hariri', 'honourific': None, 'family': 'Hasan', 'lineage': None}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Dedi Hermanto Karwan', 'honourific': None, 'given': 'Dedi'}}, {'id': 'een.yayahhaenilah@fkip.unila.ac.id', 'name': {'given': 'Yayah H', 'lineage': None, 'family': 'Een', 'honourific': None}}, {'id': None, 'name': {'given': 'Rini', 'honourific': None, 'family': 'Riswanti', 'lineage': None}}, {'name': {'given': 'Suparman', 'honourific': None, 'lineage': None, 'family': 'Ujang'}, 'id': 'ujang.suparman@fkip.unila.ac.id'}]",['L1'],2021-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41344,"Despite being a popular research subject internationally, self-regulated learning is relatively under-investigated in the Indonesian context. This article examined student learning motivation and its use as an indicator to predict student learning strategies in an Indonesian school context. This article applied quantitative research design, with Motivated Strategies for Learning Questionnaire (MSLQ) used to collect the data. This questionnaire was completed by 408 public high secondary students randomly selected from the population in Lampung Province schools, and multiple regression was used to analyze the obtained data. Results show that student motivation and learning strategies were positively and significantly correlated; three predictor variables of student motivation could significantly predict learning strategies; and value components of student motivation best predicted learning strategies. In conclusion, these findings indicate that, when teachers apply learning strategies, such variables as motivation including value, expectancy, and affective components should be strongly considered to be in place. It is hoped finally that the students will be self-regulated learners for their success.
Keywords: Learning strategies, metacognition, motivation, self-regulated learning, student.",,Eurasian Society of Educational Research,['FKIP5'],"Despite being a popular research subject internationally, self-regulated learning is relatively under-investigated in the Indonesian context. This article examined student learning motivation and its use as an indicator to predict student learning strateg",disk0/00/04/13/44,7,pub,2165-8714,public,2022-04-18 01:08:40,1.0,39-49,10.0,,,,,,['hasanhariri@staff.unila.ac.id'],,
8,show,2021-11-09 01:16:18,35596,archive,https://eudl.eu/doi/10.4108/eai.16-10-2020.2305221,2021-11-09 01:16:18,"[{'docid': 156486, 'main': 'PROSIDING Int Jayanti&Hariri et al 24032021 The Principal Leadership.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-08 16:10:08', 'objectid': 156486, 'filesize': 298966, 'uri': 'http://repository.lppm.unila.ac.id/id/file/414418', 'filename': 'PROSIDING Int Jayanti&Hariri et al 24032021 The Principal Leadership.pdf', 'datasetid': 'document', 'fileid': 414418, 'mime_type': 'application/pdf', 'hash': '91a8daf455adaefc125e8428cb7c5333'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 35596, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156486', 'security': 'public'}]",214,"The Principal’s Leadership in Shaping the Character
of Indonesia’s Golden Generation: A Literature
Review",TRUE,article,"[{'name': {'lineage': None, 'family': 'Jayanti', 'honourific': None, 'given': 'Margi'}, 'id': None}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'honourific': None, 'family': 'Hariri', 'lineage': None, 'given': 'Hasan'}}, {'name': {'family': 'Karwan', 'lineage': None, 'honourific': None, 'given': 'Dedy H.'}, 'id': 'dhkarwan@yahoo.co.id'}]",['L1'],2021-03-24 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35596,"Character education takes an important part in preparing for Indonesia’s golden generation. To realize a good character education, a school needs an effective leader who is able to prepare a golden generation to help Indonesia to be a better nation and be ready to compete in global competition. The importance of the principal’s leadership to design the character golden generation of Indonesia is very interesting to study, and this article aims to review how the principal’s leadership in shaping the character of Indonesia’s golden generation. There are a number of articles found about the principal’s leadership review
and their effect on the character of Indonesia’s golden generation that was made not only
by researchers in Indonesia but also written by foreign researchers. The purpose of this literature review is to find out the role of the principal’s leadership in shaping the character of the golden generation of Indonesia. Based on the results of literature reviews from various countries in the world, we found the scope of the article was still limited, so, we wanted to know more deeply and was interested in following up on the discussion
about the role of the principal’s leadership in shaping the character of Indonesia’s golden generation towards demographic bonus 2045.",,EAI,['FKIP5'],EUDL European Union Digital Library,disk0/00/03/55/96,6,pub,,public,2021-11-09 01:16:18,,,,published,,http://dx.doi.org/10.4108/eai.16-10-2020.2305221,,,,,
9,show,2021-11-09 01:16:19,35598,archive,https://eudl.eu/doi/10.4108/eai.16-10-2020.2305217,2021-11-09 01:16:19,"[{'docid': 156488, 'main': 'PROSIDING Int Karwan&Hariri et al 2021 Visionary Leadership.pdf', 'files': [{'mtime': '2021-11-08 16:41:01', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/414432', 'filename': 'PROSIDING Int Karwan&Hariri et al 2021 Visionary Leadership.pdf', 'filesize': 305788, 'objectid': 156488, 'mime_type': 'application/pdf', 'hash': '1a716ebeae6c6116f5870567873eae8b', 'fileid': 414432, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 35598, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156488', 'pos': 1, 'security': 'public'}]",214,"Visionary Leadership: What, Why, and How",TRUE,article,"[{'id': 'dhkarwan@yahoo.co.id', 'name': {'given': 'Dedy H.', 'honourific': None, 'lineage': None, 'family': 'Karwan'}}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'family': 'Hariri', 'lineage': None, 'honourific': None}}, {'id': 'ridwanrosidimuawi@gmail.com', 'name': {'given': 'Ridwan', 'honourific': None, 'family': 'Ridwan', 'lineage': None}}]",['L1'],2021-03-24 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35598,"This study examines how principals practiced visionary leadership with all its dynamics. We studied what, why, and how visionary leadership emerges. This research
used a literature review from selected articles. This research examined the leadership of principals from the visionary leadership studies domain. The journal articles, which are reviewed, are from which have functioned to become as major outlets for visionary leadership research by principals and in a wider area within the scope of education to gain awareness of the increasing need for visionary leader importance in some of the research findings in the field. The authors concluded that (1) visionary leadership is leadership behavior that has personal characteristics and the ability to see holistically to create, articulate, interpret, imagine, and communicate, reinterpret school goals to followers to achieve school goals as a form of school anticipation of changes in the future. (2) visionary leadership is enlightening, therefore something good should be done properly as well as action a complete human being as a human being with its human values, and (3) visionary leadership throughout each country tailored to such characteristics as ideological, political, economic, social, and cultural respectively aspects.",,EAI,['FKIP5'],European Union Digital Library,disk0/00/03/55/98,6,pub,,public,2021-11-09 01:16:19,,,,published,,http://dx.doi.org/10.4108/eai.16-10-2020.2305217,,,,,
