,date,uri,abstract,subjects,date_type,ispublished,rev_number,status_changed,full_text_status,divisions,publisher,dir,documents,lastmod,official_url,userid,metadata_visibility,eprintid,id_number,eprint_status,datestamp,title,creators,type,refereed,number,pagerange,issn,publication,related_url,volume,place_of_pub,contact_email,keywords,referencetext,projects,contributors,funders
0,2022-06-30,http://repository.lppm.unila.ac.id/id/eprint/43882,"This paper discusses about the water-submerged concrete on the concrete basemen that has been in the gorunding for about ten years. The purpose of this study was to determine the compressive strength and microstructural changes in water submerged concrete. The research was carried out experimentally. It was a case study at the State University Hospital, Lampung University, Indonesia. The compressive strength and microstructure of the submerged concrete compared to the concrete in the protected condition. The sample for the compression test was taken with a core drill 4 samples in each condition. The test data was processed by the outlying method. The microstructure of the concrete was examined by scanning electron microscopy (SEM), and energy-dispersive X-ray (EDX). The results showed that the compressive strength of submerged concrete was similar to the compressive strength of protected concrete. The elements that dominate the submerged concrete are Si and O, and in the protected concrete are Ca and O. The conclusion and novelty of this research are that submerged concrete can evolve into ceramics with SiO2 as the main element and heterogeneous microstructure with the same compressive strength as protected concrete. This can be used as a reference and applied to concrete buildings that are in close contact with water such as dams, ponds, and other underwater structures. This research contributes to the science of concrete and its use, especially for underwater structures.
Keywords: compressive strength, concrete, evolution, microstructure, submerged in water.",['TA'],published,pub,7,2022-08-04 02:43:22,public,['FT2'],IISTE,disk0/00/04/38/82,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165864', 'pos': 1, 'eprintid': 43882, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Part 1.pdf', 'docid': 165864, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/477778', 'filename': 'Part 1.pdf', 'objectid': 165864, 'filesize': 2243323, 'mtime': '2022-08-03 13:13:38', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '9af00d7e8d57b0bbbcfc1add221df4a3', 'datasetid': 'document', 'fileid': 477778}]}]",2022-08-04 02:43:22,https://iiste.org/Journals/index.php/CER/article/view/58923,846,show,43882,10.7176/CER/14-4-01,archive,2022-08-04 02:43:22,The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength,"[{'name': {'honourific': None, 'family': 'Chatarina', 'lineage': None, 'given': 'Niken'}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
1,2022-06-30,http://repository.lppm.unila.ac.id/id/eprint/43889,"This paper discusses about the water-submerged concrete on the concrete basemen that has been in the gorunding for about ten years. The purpose of this study was to determine the compressive strength and microstructural changes in water submerged concrete. The research was carried out experimentally. It was a case study at the State University Hospital, Lampung University, Indonesia. The compressive strength and microstructure of the submerged concrete compared to the concrete in the protected condition. The sample for the compression test was taken with a core drill 4 samples in each condition. The test data was processed by the outlying method. The microstructure of the concrete was examined by scanning electron microscopy (SEM), and energy-dispersive X-ray (EDX). The results showed that the compressive strength of submerged concrete was similar to the compressive strength of protected concrete. The elements that dominate the submerged concrete are Si and O, and in the protected concrete are Ca and O. The conclusion and novelty of this research are that submerged concrete can evolve into ceramics with SiO2 as the main element and heterogeneous microstructure with the same compressive strength as protected concrete. This can be used as a reference and applied to concrete buildings that are in close contact with water such as dams, ponds, and other underwater structures. This research contributes to the science of concrete and its use, especially for underwater structures.",['TA'],published,pub,6,2022-08-04 02:43:56,public,['FT2'],IISTE,disk0/00/04/38/89,"[{'format': 'text', 'main': 'Part 1.pdf', 'docid': 165871, 'files': [{'objectid': 165871, 'filesize': 2243323, 'filename': 'Part 1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/477827', 'hash_type': 'MD5', 'mtime': '2022-08-03 13:32:36', 'fileid': 477827, 'datasetid': 'document', 'hash': '9af00d7e8d57b0bbbcfc1add221df4a3', 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 43889, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165871'}]",2022-08-04 02:43:56,https://www.iiste.org,846,show,43889,10.7176/CER/14-4-01,archive,2022-08-04 02:43:56,The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength,"[{'name': {'given': 'Niken', 'family': 'Chatarina', 'lineage': None, 'honourific': None}, 'id': 'chatarinaniken@yahoo.com'}]",article,TRUE,4.0,1-9,2225-0514,Civil and Environmental Research,[{'url': 'https://iiste.org/Journals/index.php/CER/article/view/58923/60838'}],14.0,,,,,,,
2,2022-03-31,http://repository.lppm.unila.ac.id/id/eprint/50140,5.	The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength,['TA'],,unpub,7,2023-04-11 00:50:25,public,['FT2'],Universitas Lampung,disk0_bak/00/05/01/40,"[{'eprintid': 50140, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189841', 'format': 'text', 'files': [{'filename': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel The Evolution of concrete  Part 1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542138', 'objectid': 189841, 'filesize': 2669189, 'mtime': '2023-04-10 13:19:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '407f9ac5a937017a7c48d939bf9f0841', 'datasetid': 'document', 'fileid': 542138}], 'main': 'Sampul jurnal, informasi dewan redaksi_editor, daftar isi, dan artikel The Evolution of concrete  Part 1.pdf', 'docid': 189841, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-04-11 00:50:25,,846,show,50140,,archive,2023-04-11 00:50:25,The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength,"[{'name': {'given': 'Niken', 'lineage': None, 'family': 'Chatarina', 'honourific': None}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
3,2022-06-30,http://repository.lppm.unila.ac.id/id/eprint/43884,"This paper discusses the unprotected concrete in the basement which has been neglected for 10 years. The purpose of this study was to determine the compressive strength and microstructural changes in unprotected concrete in the humid tropics. The research was carried out experimentally. It was a case study at the State University Hospital, Lampung University, Indonesia. The compressive strength and microstructure of unprotected concrete compared to concrete in the protected condition. The compressive test samples were taken with 4 core drills for each condition. The compression test data was processed by the Outlying method. The microstructure of the concrete was examined by scanning electron microscopy (SEM), and energy-dispersive X- ray (EDX). The results showed that the compressive strength of unprotected concrete was 65% of the compressive strength of protected concrete. There are Kalium (Potassium) compounds in unprotected concrete but not in protected concrete. Rain that enters the unprotected concrete makes Ca dissolve and the porosity increases. Oxidized Potassium in the air enters the concrete, increasing oxidation, and producing calcite. Calcite dominates the microstructure of unprotected concrete. Oxidation causes the pH to decrease and silica dissolves. This makes CSH and CH unstable. Ca bonds in unprotected concrete are more easily broken. The presence of Potassium and the hot air of the tropics makes the temperature in the concrete increase, the expansion of Al and calcite becomes greater and the microstructure of the unprotected concrete becomes complex. Cracks appear in the unprotected concrete microstructure. The inclusion of elements that are reactive to the concrete can make the concrete degraded.",['TA'],,pub,6,2022-08-04 02:43:29,public,['FT2'],IISTE,disk0/00/04/38/84,"[{'format': 'text', 'main': 'Part 2.pdf', 'files': [{'mtime': '2022-08-03 13:24:27', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/477792', 'filename': 'Part 2.pdf', 'filesize': 2091319, 'objectid': 165866, 'mime_type': 'application/pdf', 'hash': '0accbe2c9a69d087b3aa017470cb6665', 'datasetid': 'document', 'fileid': 477792}], 'docid': 165866, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 43884, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165866'}]",2022-08-04 02:43:29,https://www.iiste.org,846,show,43884,10.7176/CER/14-4-02,archive,2022-08-04 02:43:29,The Evolution of Concrete (Part 2): Unprotected in Humid Tropical Weather and Its Compressive Strength,"[{'name': {'lineage': None, 'family': 'Chatarina', 'honourific': None, 'given': 'Niken'}, 'id': 'chatarinaniken@yahoo.com'}]",article,TRUE,4.0,10-18,2225-0514,Civil and Environmental Research,"[{'type': 'pub', 'url': 'https://iiste.org/Journals/index.php/CER/article/view/58924/60839'}]",14.0,,,,,,,
4,2022-06-30,http://repository.lppm.unila.ac.id/id/eprint/43891,"This paper discusses the microstructural degradation mechanism of slurry submerged concrete and its compressive strength. This is based on an experimental study in the basement of the Lampung University Teaching Hospital in Indonesia. Samples were taken using four core drills in the basement under protected conditions and submerged in mud for compression testing. The core drill was taken for SEM and EDX testing. Compressive strength data is processed using ASTM E178-02 standard practice for dealing with outlying observation. EDX data for both types of concrete conditions that describe the dynamic viscosity of each chemical element are compared and linked with EDX data which states atomic mass and SEM. From this relationship, the mechanism of degradation of concrete submerged in mud is sought by studying literature. The results showed that the compressive strength of concrete was submerged in mud for 10 years, only 50% of the compressive strength of protected concrete. Degradation is caused by processes series of water infiltration, oxidation of the surface water that accompanies the immersion of the mud, immersion pressure which changes the atomic structure and density of Ca and the depletion of portlandite which is then followed by the release of Ca from CSH, the appearance of Fe3+ which makes structural changes, increased porosity. The right way to prevent concrete from degrading its strength is to make the concrete a minimum of water permeable and protect it with a waterproof layer.",['TA'],published,pub,6,2022-08-04 02:44:05,public,['FT2'],IISTE,disk0/00/04/38/91,"[{'format': 'text', 'main': 'Part 3.pdf', 'docid': 165874, 'files': [{'datasetid': 'document', 'fileid': 477848, 'hash': 'ce1cf0dae556979ffbc67bb0f30de9dc', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-08-03 13:41:40', 'filesize': 2010752, 'objectid': 165874, 'uri': 'http://repository.lppm.unila.ac.id/id/file/477848', 'filename': 'Part 3.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 43891, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165874', 'pos': 1}]",2022-08-04 02:44:05,https://www.iiste.org,846,show,43891,10.7176/CER/14-4-03,archive,2022-08-04 02:44:05,The Evolution of Concrete (Part 3):  Submerged in Mud and Its Compressive Strength,"[{'name': {'family': 'Chatarina', 'lineage': None, 'honourific': None, 'given': 'Niken'}, 'id': 'chatarinaniken@yahoo.com'}]",article,TRUE,4.0,19-27,2225-0514,Civil and Environmental Research,"[{'url': 'https://iiste.org/Journals/index.php/CER/article/view/58925/60842', 'type': 'pub'}]",14.0,,,,,,,
5,2022-06-30,http://repository.lppm.unila.ac.id/id/eprint/43895,"The mechanical properties of fibrous concrete reviewed in this research are flexural tensile, compressive, and split tensile strength. This paper is a review of many researchers on plastic, steel, and organic fiber concrete. The plastic fiber reviewed in this paper is a concrete mixture with mineral water glass waste with a volume fraction of 0.25% and L/d 37.5; steel fiber is the straight type while organic fibrous fiber is coconut husks, jute, the leaves of palm oil plants, sisal, hemp, banana leaves, pineapple leaves, bamboo bark, horse dung, rice straw, and gelam-bark. The performance of the three mechanical properties of non-fibrous concrete in each study is calculated in percentage. The mixtures that have superior mechanical properties are 0.5%, 2% steel-fibrous concrete (St0.5 and Sj2), 2% with aspect ratios of 75 and 50 (Ss0.5), 0.6% bamboo-bark fibrous concrete (B0.6) and 0.4% gelam-bark fibrous concrete (G0.4). The St 0.5 and Ss 0.5 showed increased tensile strength in the splitting test, but the increase for St 0.5 of the compressive strength was below B0.6 and G0.4. The B0.6 shows an increase in the splitting test of 45% while G0.4 shows an even increase of ± 7.5% in the three mechanical properties. Flexural tensile strength is not a function of compressive strength. The reduction in the level of ease of mixing in gelam bark fibrous concrete (G0.4) is the lowest compared to bamboo fibrous concrete with a volume fraction of 0.6 and steel-fibrous concrete. The flexural strength and compressive strength of plastic-fiber concrete are 2.1% and 4.7% higher, respectively than non-fiber concrete. The addition of plastic fiber is easier to mix than the addition of steel fiber.",['TA'],published,pub,6,2022-08-04 02:44:24,public,['FT2'],IISTE,disk0/00/04/38/95,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 477879, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '56eb29640611d2607cf559d1d66e3b2b', 'objectid': 165878, 'filesize': 3156109, 'filename': 'fibre.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/477879', 'hash_type': 'MD5', 'mtime': '2022-08-03 13:47:59'}], 'main': 'fibre.pdf', 'docid': 165878, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165878', 'eprintid': 43895, 'placement': 1}]",2022-08-04 02:44:24,https://www.iiste.org,846,show,43895,10.7176/CER/14-4-04,archive,2022-08-04 02:44:24,"Mechanical Properties of Plastic, Steel, Organic Fibre Concrete: A Review","[{'name': {'given': 'Niken', 'family': 'Chatarina', 'lineage': None, 'honourific': None}, 'id': 'chatarinaniken@yahoo.com'}]",article,TRUE,4.0,28-34,2225-0514,Civil and Environmental Research,"[{'url': 'https://iiste.org/Journals/index.php/CER/article/view/58926', 'type': 'pub'}]",14.0,,,,,,,
6,2022-08-03,http://repository.lppm.unila.ac.id/id/eprint/43843,"Judul Paper	Mechanical Properties of Plastic, Steel, Organic Fibre Concrete: A Review
Prof Sri Tudjono  Prof Steffanus Adi K	Prof Suharno Rata-rata
      17	          13	             15	         15",['TA'],,unpub,7,2022-08-03 06:59:34,public,['FT2'],Universitas Lampung,disk0/00/04/38/43,"[{'eprintid': 43843, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165801', 'format': 'text', 'files': [{'hash': '9c6341f02bec69923174e1f0c4da3ae7', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 477505, 'mtime': '2022-08-03 03:29:02', 'hash_type': 'MD5', 'filename': 'Mechanical.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/477505', 'filesize': 10241983, 'objectid': 165801}], 'main': 'Mechanical.pdf', 'docid': 165801, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-08-03 06:59:34,,846,show,43843,,archive,2022-08-03 06:59:34,"Penilaian dari para Reviewer: 4.	Mechanical Properties of Plastic, Steel, Organic Fibre Concrete: A Review","[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Niken', 'family': 'Chatarina', 'lineage': None, 'honourific': None}}]",other,,,,,,,,,,,,,,
7,2022-08-03,http://repository.lppm.unila.ac.id/id/eprint/43844,"Judul Paper: The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength	
Prof Sri Tudjono Prof Steffanus Adi K Prof Suharno Rata-rata
	16	          15	          15.5	     15.50",['TA'],,unpub,7,2022-08-03 06:59:37,public,['FT2'],Universitas Lampung,disk0/00/04/38/44,"[{'eprintid': 43844, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165802', 'format': 'text', 'docid': 165802, 'main': 'Part 1.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-08-03 03:33:16', 'filesize': 10707311, 'objectid': 165802, 'uri': 'http://repository.lppm.unila.ac.id/id/file/477514', 'filename': 'Part 1.pdf', 'datasetid': 'document', 'fileid': 477514, 'hash': '8c234d68e233b0a70667c14d7d2ea585', 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-08-03 06:59:37,,846,show,43844,,archive,2022-08-03 06:59:37,Penilaian dari para Reviewer: The Evolution of Concrete (Part 1): Submerged in Water and Its Compression Strength,"[{'id': 'chatarinaniken@yahoo.com', 'name': {'given': 'Niken', 'lineage': None, 'family': 'Chatarina', 'honourific': None}}]",other,,,,,,,,,,,,,,
8,2022-08-03,http://repository.lppm.unila.ac.id/id/eprint/43841,"Judul Paper Perilaku Lentur Sambungan Model Takik pada Balok Aplikasi untuk Beton Pracetak	
Prof Sri Tudjono Prof Steffanus Adi K Prof Suharno Rata-rata
	19.5	       21	          20	     20.17",['TA'],,unpub,7,2022-08-03 06:59:27,public,['FT2'],Universitas Lampung,disk0/00/04/38/41,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165799', 'pos': 1, 'eprintid': 43841, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Takik.pdf', 'docid': 165799, 'files': [{'datasetid': 'document', 'fileid': 477494, 'mime_type': 'application/pdf', 'hash': '69e7a8b6965245c0f4985d40fb049627', 'objectid': 165799, 'filesize': 10346119, 'filename': 'Takik.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/477494', 'hash_type': 'MD5', 'mtime': '2022-08-03 03:18:41'}]}]",2022-08-03 06:59:27,,846,show,43841,,archive,2022-08-03 06:59:27,Penilaian para Reviewer: Perilaku Lentur Sambungan Model Takik pada Balok Aplikasi untuk Beton Pracetak,"[{'name': {'family': 'Chatarina', 'lineage': None, 'honourific': None, 'given': 'Niken'}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
9,2022-08-03,http://repository.lppm.unila.ac.id/id/eprint/43845,"Judul Paper: The Evolution of Concrete (Part 2): Unprotected in Humid Tropical Weather and Its Compressive Strength
Prof Sri Tudjono Prof Steffanus Adi K	Prof Suharno Rata-rata
	15	          17	             16	        16",['TA'],,unpub,7,2022-08-03 06:59:40,public,['FT2'],Universitas Lampung,disk0/00/04/38/45,"[{'format': 'text', 'main': 'Part 2.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-08-03 03:37:23', 'objectid': 165803, 'filesize': 10122415, 'uri': 'http://repository.lppm.unila.ac.id/id/file/477521', 'filename': 'Part 2.pdf', 'fileid': 477521, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '07c500e4592c5914db22d47c0f834671'}], 'docid': 165803, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 43845, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165803'}]",2022-08-03 06:59:40,,846,show,43845,,archive,2022-08-03 06:59:40,Penilaian para Reviewer: The Evolution of Concrete (Part 2): Unprotected in Humid Tropical Weather and Its Compressive Strength,"[{'name': {'given': 'Niken', 'family': 'Chatarina', 'lineage': None, 'honourific': None}, 'id': 'chatarinaniken@yahoo.com'}]",other,,,,,,,,,,,,,,
