,date,abstract,corp_creators,ispublished,full_text_status,issn,related_url,publisher,official_url,documents,userid,number,pagerange,datestamp,eprint_status,eprintid,id_number,refereed,uri,volume,date_type,subjects,rev_number,status_changed,divisions,publication,dir,lastmod,metadata_visibility,contact_email,title,creators,type,event_title,event_type,pres_type,event_location,isbn,place_of_pub,pages,event_dates
0,1970-01-01 00:00:00.000002015,"Shrimp culture drives the national
economy that are included in the program
of industrialization of fisheries in the
economic development programs of blue (
blue economy ). Shrimp farming in Lampung
province remains a mainstay of the
region as a foreign exchange earner . Kalianda
, South Lampung is the center hatchery
tiger shrimp (Penaeus monodon) and
vannamei shrimp (Litopeneaeus vannamei
) the largest in Lampung. research conducted
to observe the shrimp health management
applied by growers of black tiger
shrimp and vannamei shrimp in South Lampung
and learn relationship between seed
health management with quality seeds and
tiger prawn shrimp vannamei shrimp health
management dihasilkan. Data obtained
by interview and the quality of shrimp seed
obtained from observations in the laboratory
with the observed light response, swimming
activity, abnormality, gut contents,
lipid droplets, the condition of the hepatopancreas
and pigmentation. There are 22
hatchery were observed with the application
of the value of health management in
the high category for the third hatchery ,
hatchery medium category 6 and category
bneih low at 13 homes. The quality of virus free shrimp WSSV and IHHNV and the
amount of bacteria in the body are normal
and healthy shrimp was observed in
the overall nursing bneih diamati. Relation
between hatchery management application
health and seed quality is reflected by the
equation Y = 0,019X2 - 1,358X + 52.49
with the coefficient of determination ( R2
) of 0.419. This relationship indicates that
the quality of shrimp seed is determined by
the health of hatchery management practices
(r = 0.647). This study reinforces the
importance of implementing health management
hatchery known by farmers with biosecurity
as a form of sustainable shrimp
farming .",['Universitas Lampung'],pub,public,2301-816X,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JPBP/article/view/727'}],"Jurusan Perikanan dan Kelautan, Fakultas Pertanian, Universitas Lampung",https://jurnal.fp.unila.ac.id/index.php/JPBP/index,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166619', 'pos': 1, 'eprintid': 44744, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Publikasi 1.pdf', 'docid': 166619, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483180', 'filename': 'Publikasi 1.pdf', 'filesize': 388762, 'objectid': 166619, 'mtime': '2022-09-05 05:59:47', 'hash_type': 'MD5', 'hash': 'c14e7c5d7534d202c92d9df5652365fe', 'mime_type': 'application/pdf', 'fileid': 483180, 'datasetid': 'document'}]}, {'placement': 2, 'eprintid': 44744, 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166620', 'formatdesc': 'Publication', 'security': 'public', 'main': 727, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483183', 'filename': 727, 'filesize': 31019, 'objectid': 166620, 'mtime': '2022-09-05 06:01:13', 'hash_type': 'MD5', 'mime_type': 'application/xml', 'hash': '33d27c940c4fc1ebac6e32e3b35c403d', 'datasetid': 'document', 'fileid': 483183}], 'docid': 166620, 'format': 'other', 'language': 'en', 'rev_number': 3, 'mime_type': 'application/xml'}]",405,2.0,305-314,2022-09-05 09:59:18,archive,44744,No,TRUE,http://repository.lppm.unila.ac.id/id/eprint/44744,3.0,published,['SH'],11,2022-09-05 09:59:18,['FP3'],Aquasains,disk0/00/04/47/44,2022-09-05 09:59:18,show,yudha.trinoegraha@fp.unila.ac.id,Penerapan Manajemen Kesehatan Panti Benih Udang di Kalianda Lampung Selatan,"[{'id': 'yudha.trinoegraha@fp.unila.ac.id', 'name': {'given': 'Y. T.', 'honourific': None, 'family': 'Adiputra', 'lineage': None}}]",article,,,,,,,,
1,1970-01-01 00:00:00.000002015,"Kerang hijau merupakan salah satu komoditas perikanan laut yang digemari olehÂ masyarakat. Di Lampung budidaya kerang hijau baru dirintis beberapa tahun terakhir.Â Budidaya ini terdapat di sekitar Teluk Lampung seperti perairan Ringgung (Pesawaran)Â dan Pulau Pasaran (Bandar Lampung). Analisis kesesuaian lahan di perairan PulauÂ Pasaran untuk budidaya kerang hijau (Perna viridis) dapat diamati dengan menganalisisÂ faktor fisika, kimia dan biologi air menggunakan metode rating point. Tujuan penelitian iniÂ untuk mengetahui kesesuaian perairan Pulau Pasaran untuk budidaya kerang hijau.Â Pengamatan dilakukan dengan membandingkan parameter pendukung di 5 stasiun diÂ sekitar perairan Pulau Pasaran. Hasil pengukuran menunjukan salinitas, pH, temperatur,Â DO dan substrat perairan Pulau Pasaran baik untuk budidaya, sedangkan parameterÂ kekeruhan, kecepatan arus, kedalaman dan klorofil-a kurang mendukung untuk budidayaÂ kerang hijau. Secara keseluruhan rating point kesesuaian lahan perairan Pulau Pasaran. sebesar 6,72 yang menunjukkan bahwa perairan Pulau Pasaran memiliki tingkat kesesuaian cukup baik untuk budidaya kerang hijau. Lokasi terbaik untuk budidaya kerang hijau pada stasiun 2 dengan rating point 7,1.

KATA KUNCI: Kerang hijau, kesesuaian lahan, Lampung,",,pub,public,2087-0558,,PS Ilmu Kelautan FMIPA Universitas Sriwijaya,https://ejournal.unsri.ac.id,"[{'rev_number': 3, 'language': 'en', 'mime_type': 'application/xml', 'format': 'other', 'files': [{'hash': '93a50040440d70337934c057c53a5a77', 'mime_type': 'application/xml', 'datasetid': 'document', 'fileid': 213246, 'mtime': '2020-07-22 04:34:04', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/213246', 'filename': 2484, 'filesize': 27579, 'objectid': 36897}], 'main': 2484, 'docid': 36897, 'formatdesc': 'jurnal', 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36897', 'eprintid': 23304, 'placement': 1}]",17,2.0,57-64,2020-07-28 05:43:26,archive,23304,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/23304,7.0,published,['SH'],7,2020-07-28 05:43:26,['FP3'],MASPARI JOURNAL,disk0/00/02/33/04,2020-07-28 05:43:26,show,,ANALISIS KESESUAIAN LAHAN DI PERAIRAN PULAU PASARAN PROVINSI LAMPUNG UNTUK BUDIDAYA KERANG HIJAU (Perna viridis),"[{'name': {'lineage': None, 'family': 'Ali', 'honourific': None, 'given': 'Mahrus'}}, {'name': {'lineage': None, 'family': 'Maharani', 'honourific': None, 'given': 'Wijayanti Henni'}}, {'name': {'honourific': None, 'family': 'Hudaidah', 'lineage': None, 'given': 'Siti'}}, {'name': {'lineage': None, 'family': 'Fornando', 'honourific': None, 'given': 'Hermawan'}}]",article,,,,,,,,
2,1970-01-01 00:00:00.000002015,"Penambahan vitamin C dalam vaksin diketahui dapat meningkatkan imunogenisitas dan efektivitas vaksin.  Penelitian ini bertujuan untuk meningkatkan imunogenisitas
vaksin inaktif whole cell A. salmonicida dengan penambahan vitamin C pada ikan mas (Cyprinus carpio).  A. salmonicida diinaktifasi dengan formalin 1,5 % (v/v). Vaksin I disuntikkan secara intra peritoneal (i.p) (107 sel / ikan) kepada ikan mas (ukuran ± 30gr).  Vaksin II (Booster) dilakukan 7 hari setelah vaksinasi I dengan metode dan dosis yang sama.  Pengambilan darah (Bleeding) dilakukan sebelum vaksinasi, 7 hari setelah vaksinasi I, dan 7 hari setelah vaksinasi II.  Analisis darah meliputi titer antibodi, hematokrit, dan total leukosit diamati setiap pengambilan sampel darah.  Hasil penelitian menunjukkan penambahan 1000 mg vitamin C dalam vaksin memiliki nilai titer antibodi, hematokrit, dan total leukosit paling
tinggi dari perlakuan lainnya yaitu 28, 28%, 88.000 sel/mm
3, secara berturut-turut pada pengamatan terakhir (7 hari setelah booster).","['Program Studi Budidaya Perairan, Jurusan Perikanan dan Kelautan, Universitas Lampung']",pub,public,2302-3600,[{'url': 'http://jurnal.fp.unila.ac.id/index.php/bdpi/article/download/647/589'}],"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '14. Hazzuli 2015 imunogenisitas kombinasi vaksin vit C.pdf', 'docid': 144749, 'files': [{'objectid': 144749, 'filesize': 483486, 'uri': 'http://repository.lppm.unila.ac.id/id/file/378162', 'filename': '14. Hazzuli 2015 imunogenisitas kombinasi vaksin vit C.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-03 15:59:00', 'fileid': 378162, 'datasetid': 'document', 'hash': '746de22499d8023f31bd3a2d8c02c3f8', 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144749', 'security': 'public', 'placement': 1, 'eprintid': 31952}]",64,2.0,,2021-06-04 01:35:27,archive,31952,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/31952,4.0,published,['SH'],8,2021-06-04 01:35:27,['FP3'],E-JURNAL REKAYASA DAN TEKNOLOGI BUDIDAYA PERAIRAN,disk0/00/03/19/52,2021-06-04 01:35:27,show,,Imunogenisitas kombinasi vaksin inaktif whole cell Aeromonas salmonicida dan vitamin C pada ikan mas (Cyprinus carpio),"[{'id': None, 'name': {'given': 'N.J.', 'honourific': None, 'lineage': None, 'family': 'Hazzulli'}}, {'id': 'agus.setyawan@fp.unila.ac.id', 'name': {'given': 'Agus', 'family': 'Setyawan', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Esti', 'lineage': None, 'family': 'Harpeni', 'honourific': None}, 'id': 'edypeni@yahoo.com'}]",article,,,,,,,,
3,1970-01-01 00:00:00.000002015,"Ikan mas koki merupakan salah satu ikan hias yang banyak diminati karena bentuk tubuh dan warna yang dimilikinya. Karotenoid merupakan komponen alami utama pembentuk pigmen warna yang memberikan pengaruh cukup baik pada warna oranye pada ikan mas koki (Carassius auratus). Salah satu sumber karotenoid terdapat pada tepung spirulina. Penelitian ini bertujuan untuk mengetahui pengaruh pemberian tepung spirulina dalam pakan terhadap intensitas warna ikan mas koki. Rancangan penelitian ini menggunakan Rancangan Acak Lengkap (RAL), dengan lima perlakuan dan tiga kali ulangan (penambahan tepung spirulina sebanyak 0%, 0,3%, 0,6%, 0,9%, dan 1,2% dalam pakan buatan). Penelitian ini menggunakan ikan mas koki berukuran ±5 cm yang dipelihara di akuarium berukuran 50x40x40 cm3. Parameter dalam penelitian meliputi intensitas warna, pH, suhu dan DO. Hasil penelitian menunjukkan penambahan tepung spirulina sebanyak 1,2 gram memberikan pengaruh terbaik terhadap intensitas warna ikan mas koki (Carassius auratus).",,pub,public,2302-3600,,"Jurusan Perikanan dan Kelautan, Fakultas Pertanian, Universitas Lampung",http://jurnal.fp.unila.ac.id/index.php/bdpi,"[{'files': [{'filesize': 29741, 'objectid': 37601, 'filename': 654, 'uri': 'http://repository.lppm.unila.ac.id/id/file/218090', 'hash_type': 'MD5', 'mtime': '2020-09-08 04:49:09', 'datasetid': 'document', 'fileid': 218090, 'hash': 'e0890b768bcca8992c334c02dd38196e', 'mime_type': 'application/xml'}], 'main': 654, 'docid': 37601, 'format': 'other', 'language': 'en', 'rev_number': 3, 'mime_type': 'application/xml', 'placement': 1, 'eprintid': 23920, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37601', 'pos': 1, 'security': 'public', 'formatdesc': 'jurnal'}]",17,2.0,411-416,2020-09-08 06:20:42,archive,23920,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/23920,3.0,published,['SH'],7,2020-09-08 06:20:42,['FP3'],Jurnal Rekayasa Teknologi dan Budidaya Perairan,disk0/00/02/39/20,2020-09-08 06:20:42,show,,PENGARUH PENAMBAHAN TEPUNG SPIRULINA PADA PAKAN BUATAN TERHADAP INTENSITAS WARNA IKAN MAS KOKI (Carassius auratus),"[{'id': None, 'name': {'lineage': None, 'family': 'Noviyanti', 'honourific': None, 'given': 'Karina'}}, {'name': {'given': 'Tarsim', 'family': 'Tarsim', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'henni.wijayanti@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Maharani,', 'given': 'Henni Wijayanti'}}]",article,,,,,,,,
4,1970-01-01 00:00:00.000002015,"Tubifex sp. have been used as livefeed which is given to the fish larva and contains high protein 64.47%. Availability of Tubifex sp. are derived from natural catchment so affected by seasonal factors and organic materials. Banana peel fermented has C:N rasio 11.03%, that can be Tubifex sp. culture substrat. This study was conducted to determine growth of Tubifex sp. on banana peel and paddi field mud. This research was conducted at the Aquaculture Laboratory, Lampung University for 40 days. The experimental used completely randomized, design with five treatments and three replications. Data were analyzed using analysis of variance (ANOVA) test followed by least significant difference (LSD). The main parametersmeasured were the population and biomass of Tubifex sp. and the water quality were temperature, pH, DO, ammonia and bacterial density. The results of this research showed that 100% banana peel and 0% paddi field mud treatment has the highest population (5870 ind/m2 ) and biomass (15.21 g/m2 ) of Tubifex sp.Keyword: Tubifex sp., Banana peel, Population, Biomass.","['Univesitas Lampung', 'Univesitas Lampung', 'Univesitas Lampung']",pub,public,,,,https://jurnal.polinela.ac.id/index.php/PROSIDING/article/view/573,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/37618', 'pos': 1, 'security': 'public', 'formatdesc': 'Prosiding Seminar Nasional', 'placement': 1, 'eprintid': 23936, 'language': 'en', 'mime_type': 'text/html', 'rev_number': 3, 'docid': 37618, 'main': 573, 'files': [{'mtime': '2020-09-08 06:11:11', 'hash_type': 'MD5', 'filename': 573, 'uri': 'http://repository.lppm.unila.ac.id/id/file/218186', 'objectid': 37618, 'filesize': 22502, 'mime_type': 'text/html', 'hash': '5b471e1e255992535c4ea300da1e75aa', 'fileid': 218186, 'datasetid': 'document'}], 'format': 'text'}]",17,,,2020-09-08 07:02:51,archive,23936,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/23936,,published,['SH'],10,2020-09-08 07:02:51,['FP3'],,disk0/00/02/39/36,2020-09-08 07:02:51,show,,Pertumbuhan Cacing Sutra (Tubifex sp.) Yang Dipelihara Pada Media Kulit Pisang Kepok (Musa paradisiaca) Dan Lumpur Sawah,"[{'name': {'given': 'Safrina', 'honourific': None, 'family': 'Safrina', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Putri', 'given': 'Berta'}, 'id': None}, {'id': 'henni.wijayanti@fp.unila.ac.id', 'name': {'given': 'Henni Wijayanti', 'honourific': None, 'lineage': None, 'family': 'Maharani,'}}]",conference_item,Seminar Nasional Pengembangan Teknologi Pertanian 2015,conference,paper,Bandar Lampung,,,,
5,2015-10-01 00:00:00.000000000,"Biofloc technology application in aquaculture has a huge potency to improve yields of white shrimp (L. vannamei). Biofloc can be used as an alternative feed for shrimp due to its high nutrition. Biofloc contains bacteria that have peptidoglycan and lipopolysaccharride on their cell walls. Bacteria are able to produce polyhydroxybutyrate. Polyhydroxybutyrate will release 3-hydroxy butyric acid (short chain fatty acid) in the gastro intestinal tract as inhibitor of pathogenic bacteria. The objectives of the research were to study the effect of biofloc technology application on the nonspecific immunity (Prophenoloxidase activity) and survival rate of L. vannamei postlarvae. The experiment was arranged in split plot design in three replicates. The treatments consisted of two factors namely various densities and different aquaculture systems. The aquaculture systems were autotrophic (nonbiofloc) and heterotrophic aquaculture system (biofloc), while densities were 1,000, 1,500, and 2,000 PLm-3. The result showed that there was no significant interaction between densities and aquaculture system toward prophenoloxidase activity (nonspecific immunity) and survival rate of L. vannamei. Aquaculture system significantly affected prophenoloxidase activity of L. vannamei. Meanwhile the density only affected survival rate of L. vannamei. The biofloc technology was able to increase the nonspecific immunity of L. vannamei post larvae. Keywords : Biofloc technology, L. vannamei,survival rate, prophenoloxidase activity",,pub,public,23560800,,Masyarakat Akuakultur Indonesia,,"[{'eprintid': 18963, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32203', 'pos': 1, 'format': 'text', 'files': [{'objectid': 32203, 'filesize': 2749716, 'filename': 'prosiding ICAI 2015 (L).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159122', 'hash_type': 'MD5', 'mtime': '2020-04-05 06:36:12', 'datasetid': 'document', 'fileid': 159122, 'hash': '84d6e155d6c0bd67e5a63cf72ce01fdb', 'mime_type': 'application/pdf'}], 'main': 'prosiding ICAI 2015 (L).pdf', 'docid': 32203, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",333,,55-60,2020-04-06 01:13:34,archive,18963,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/18963,,published,['SH'],6,2020-04-06 01:13:34,['FP3'],. PROCEEDING : International Conference of Aquaculture Indonesia 2015,disk0/00/01/89/63,2020-04-06 01:13:34,show,,THE EFFECT OF THE BIOFLOC TECHNOLOGY APPLICATION ON THE NONSPECIFIC IMMUNITY AND SURVIVAL RATE OF WHITE SHRIMP,"[{'name': {'given': 'Supono', 'honourific': None, 'family': 'Supono', 'lineage': None}, 'id': 'supono_unila@yahoo.com'}]",article,,,,,,,,
6,1970-01-01 00:00:00.000002015,"Pond bottom management play an important role in the success of shrimp culture. Study on the use of pond bottom pond as an indicator of shrimp pond productivity is still limitted. Shrimp culture has been developing in tulang Bawang Regency, Province of Lampung since early 1990. The waste produced by shrimp culture activity is possible to reduce pond bottom soil quality due to high organic compund and toxic material. The aim of this research was to evaluate the shrimp ponds bottom condition in Tulang Bawang Regency, Province of Lampung. This research was an explorative one. Data collection was done towards 12 shrimp pond units during water preparation period (pre-spreading) with the diﬀerent locations of each pond from the watergate. The collected data of pond soil qualities were organic matter content, chlorophyll a, cation exchange capacity, oxidation - reduction potential, pH, and soil texture. The research results showed that soil qualities in shrimp ponds in Tulang Bawang Regency were still in range for shrimp culture. In generally, shrimp ponds in the area have soil textute of clay, sandy, and sandy clay. Chlorophyll a content, oxidation reduction potential (ORP) and organic carbon matter content were 21,5 μg/g, 76 mv and 1,26% in average respectively. Meanwhile cation exchange capacity and soil pH were 11,2 me/100g and 6,8 in average.
Keywords : shrimp pond, Tulang Bawang, pond soil quality,chlorophyll a",['Lampung University'],pub,public,2301-816X,,"Jurusan Perikanan dan Kelautan, Fakultas Pertanian, Universitas Lampung",,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 32332, 'main': 'Evaluasi kualitas sedimen tambak udang.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/160058', 'filename': 'Evaluasi kualitas sedimen tambak udang.pdf', 'filesize': 1160528, 'objectid': 32332, 'mtime': '2020-04-10 05:18:06', 'hash_type': 'MD5', 'hash': 'a5ae280f5f7e92f38d4934350c1718a2', 'mime_type': 'application/pdf', 'fileid': 160058, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32332', 'security': 'public', 'placement': 1, 'eprintid': 19092}]",333,2.0,247-252,2020-04-13 02:01:24,archive,19092,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/19092,3.0,published,['SH'],6,2020-04-13 02:01:24,['FP3'],Aquasains,disk0/00/01/90/92,2020-04-13 02:01:24,show,,Evaluasi Kualitas Sedimen Sedimen Beberapa Tambak Udang di Kabupaten Tulang Bawang Provinsi Lampung,"[{'id': 'supono_unila@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Supono', 'given': 'Supono'}}]",article,,,,,,,,
7,1970-01-01 00:00:00.000002015,"Lingkungan kolam  yang meliputi  air dan tanah  berperan penting dalam menunjang keberhasilan budidaya ikan/udang.  Manajemen kualitas air selama ini dianggap merupakan faktor paling  penting dalam pengelolaan akuakultur, namun demikian akhir-akhir ini banyak penelitian yang menunjukkan bahwa  terdapat hubungan yang sangat erat antara  variabel kualitas  tanah dan  air.  Tanah dasar kolam berpegaruh terhadap  tingkat kesuburan kolam.  Tanah dasar kolam merupakan tempat akumulasi limbah akuakultur yang dapat menghasilkan senyawa beracun seperti amonia (NH3), nitrit   (NO2-) maupun hidrogen sulfida (H2S).  Pengelolaan yang komprehensif kualitas air dan tanah akan mendukung keberhasilan budidaya ikan/udang.
Buku Manajemen Lingkungan untuk  Akuakultur ini berisi tentang peranan lingkungan kolam dalam  akuakultur, manajemen kualitas air, manajemen kualitas tanah, benthic diatom, senyawa  beracun  dalam kolam,  dinamika ekosistem kolam, aplikasi bahan kimia, serta sistem heterotrof dalam  akuakultur.  Disamping  berisi tentang teori-teori yang berkaitan dengan  akuakultur,  buku ini juga berisi tentang permasalahan-permasalahan yang muncul dalam budidaya ikan  dan udang yang  berkaitan  dengan lingkungan  akuakultur.   Buku ini dapat dijadikan rujukan  bagi akademisi  dan  praktisi budidaya ikan, udang  atau kultivan lainnya yang ingin mendalami  tentang lingkungan akuakultur, dinamika ekosistem kolam serta manajemen kualitas air dan tanah.",,pub,public,,,Plantaxia,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3521', 'security': 'public', 'placement': 1, 'eprintid': 3654, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 3521, 'main': 'Manajemen Lingkungan untuk Akuakultur.pdf', 'files': [{'objectid': 3521, 'filesize': 1618937, 'uri': 'http://repository.lppm.unila.ac.id/id/file/25563', 'filename': 'Manajemen Lingkungan untuk Akuakultur.pdf', 'hash_type': 'MD5', 'mtime': '2017-07-17 03:13:17', 'fileid': 25563, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'eaf592ef78008d71a016dad873421b46'}], 'format': 'text'}]",333,,,2017-07-20 09:05:52,archive,3654,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/3654,,published,['SH'],7,2017-07-20 09:05:52,['FP3'],,disk0/00/00/36/54,2017-07-20 09:05:52,show,,MANAJEMEN LINGKUNGAN UNTUK AKUAKULTUR,"[{'id': 'supono_unila@yahoo.com', 'name': {'given': 'Supono', 'honourific': None, 'lineage': None, 'family': 'Supono'}}]",book,,,,,9786026912046.0,Yogyakarta,122.0,
8,2015-04-01 00:00:00.000000000,"The  cultures  of  white shrimp  (L.vannamei)  in  Indonesia  have  highly  developed  Since  its introduction  on  the  beginning  of  2000’s.   This  species  which   is  originated  from  Central America has successfully triggered shrimp cultures in Indonesia due to its high productivity.  White shrimp  has  several  advantages  such  as  high  survival  rate  (SR),  high  density,  high disease resistance, low feed conversion ratio (FCR) as well as lower feed cost. The aim of this research was to study the performances of white shrimp and black tiger shrimp (P. monodon) cultured intensively in semi plastic pond including yield, SR, FCR, and average daily gain (ADG). Method of this research was case study of white shrimp and black tiger cultures  in  The  Province  of  Lampung.  Data  were  taken  from  20  of  0.5 ha-shrimp  ponds respectively.   Results  showed  that  the  average  productivity  of  black  tiger  shrimp  was 3,147kgs per pond with initial stock of 255,451 pl’s, SR of 54%, FCR of 1,46 and ADG of 0,17 gram per day. While the average productivity of white shrimp was 7,503 kgs per pond with initial stock of 514,035 pl’s, SR of 83%, and ADG of 0,14 gram per day.
Key words : Black tiger shrimp, white shrimp, semi plastic pond",,pub,public,978-602-70530-2-1,,Politeknik Negeri Lampung,,"[{'placement': 1, 'eprintid': 3658, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3525', 'security': 'public', 'files': [{'fileid': 25587, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '08991e9e82efb69e0379b58311ce9a11', 'hash_type': 'MD5', 'mtime': '2017-07-17 07:18:07', 'objectid': 3525, 'filesize': 109259, 'filename': '79. supono studi keragaan udang windu...pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/25587'}], 'main': '79. supono studi keragaan udang windu...pdf', 'docid': 3525, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",333,,562-567,2017-07-20 09:06:28,archive,3658,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/3658,,published,['SH'],6,2017-07-20 09:06:28,['FP3'],Prosiding Seminar Nasional Swasembada Pangan Politeknik Negeri Lampung 2015,disk0/00/00/36/58,2017-07-20 09:06:28,show,,"Studi Keragaan Udang Windu (Penaeusmonodon) Dan Udang Putih
(Litopenaeusvannamei) Yang Dipelihara Pada Tambak Semi Plastik","[{'name': {'honourific': None, 'lineage': None, 'family': 'Supono', 'given': 'Supono'}, 'id': 'supono_unila@yahoo.com'}]",article,,,,,,,,
9,2015-04-01 00:00:00.000000000,"The cultures of white shrimp (L.vannamei) in Indonesia have highly developed Since its introduction on the beginning of 2000’s. This species which is originated from Central America has successfully triggered shrimp cultures in Indonesia due to its high productivity. White shrimp has several advantages such as high survival rate (SR), high density, high disease resistance, low feed conversion ratio (FCR) as well as lower feed cost. The aim of this research was to study the performances of white shrimp and black tiger shrimp (P. monodon) cultured intensively in semi plastic pond including yield, SR, FCR, and average daily gain (ADG). Method of this research was case study of white shrimp and black tiger cultures in The Province of Lampung. Data were taken from 20 of 0.5 ha-shrimp ponds respectively. Results showed that the average productivity of black tiger shrimp was 3,147kgs per pond with initial stock of 255,451 pl’s, SR of 54%, FCR of 1,46 and ADG of 0,17 gram per day. While the average productivity of white shrimp was 7,503 kgs per pond with initial stock of 514,035 pl’s, SR of 83%, and ADG of 0,14 gram per day. Key words : Black tiger shrimp, white shrimp, semi plastic pond",,pub,public,,,,https://jurnal.polinela.ac.id/index.php/PROSIDING/article/view/579/445,"[{'placement': 1, 'eprintid': 18952, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32195', 'security': 'public', 'main': 'Seminar Polinela 2015 (L).pdf', 'files': [{'hash': '1cfc10ac70c6f489df5fc2a84dda0e86', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 159065, 'filename': 'Seminar Polinela 2015 (L).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159065', 'objectid': 32195, 'filesize': 700885, 'mtime': '2020-04-05 03:06:50', 'hash_type': 'MD5'}], 'docid': 32195, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",333,,562-567,2020-04-06 01:14:20,archive,18952,,TRUE,http://repository.lppm.unila.ac.id/id/eprint/18952,,published,['SH'],7,2020-04-06 01:14:20,['FP3'],,disk0/00/01/89/52,2020-04-06 01:14:20,show,,Studi Keragaan Udang Windu (Penaeusmonodon) Dan Udang Putih (Litopenaeusvannamei) Yang Dipelihara Pada Tambak Semi Plastik,"[{'id': 'supono_unila@yahoo.com', 'name': {'given': 'Supono', 'honourific': None, 'family': 'Supono', 'lineage': None}}]",conference_item,Seminar Nasional Swasembada Pangan Polinela 2015,conference,paper,"Polinela, Bandar Lampung",,,,29 April 2015
