,uri,date,abstract,volume,date_type,subjects,rev_number,ispublished,full_text_status,issn,status_changed,publication,publisher,divisions,dir,official_url,lastmod,documents,userid,number,metadata_visibility,pagerange,datestamp,eprint_status,eprintid,title,refereed,type,creators,succeeds,contributors,related_url,event_title,event_type,event_location,event_dates,pres_type
0,http://repository.lppm.unila.ac.id/id/eprint/6818,1970-01-01 00:00:00.000002012,"The properties of fibre-reinforced composites are dependent not only on the strength of the reinforcement fibre but also on the distribution of fibre strength and the composition of the chemicals or additives addition within the composites. In this study, the tensile properties of abaca fibre reinforced high impact polystyrene (HIPS) composites, which had been produced with the parameters of fibre loading (30,40,50 wt.%), coupling agent maleic anhydride (MAH) (1,2,3 wt%) and impact modifier (4,5,6 wt.%) were measured. The optimum amount of MAH is 3% and the impact modifier is 6% and these give the best tensile properties. Meanwhile, Differential Scanning Calorimetry (DSC) was used to study the thermal behaviour within the optimum conditions of the composites. In this research, glass transitions temperature (Tg) of neat HIPS occurred below the Tg of the optimum condition of composites as the temperature of an amorphous state. The endothermic peak of the composites was in the range of 430-4350C, including neat HIPS. It was observed that enthalpy of the abaca fibre reinforced HIPS composites yielded below the neat HIPS of 748.79 J/g.",20.0,published,['QA'],9,pub,public,0128-7680,2018-04-25 04:28:40,Pertanika J. Sci. & Technol. SCIENCE & TECHNOLOGY,Universiti Putra Malaysia Press,['FMIPA9'],disk0/00/00/68/18,http://www.pertanika.upm.edu.my/,2018-04-25 04:28:40,"[{'eprintid': 6818, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19791', 'format': 'text', 'docid': 19791, 'main': 'MUSTOFA_PERTANIKA2012.pdf', 'files': [{'filesize': 397965, 'objectid': 19791, 'filename': 'MUSTOFA_PERTANIKA2012.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62454', 'hash_type': 'MD5', 'mtime': '2018-04-25 04:21:34', 'datasetid': 'document', 'fileid': 62454, 'hash': 'b244fdf66d60647ed972488fee430c43', 'mime_type': 'application/pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",701,2.0,show,415-423,2018-04-25 04:28:40,archive,6818,Effects of Composition Parameters on Tensile and Thermal Properties of Abaca Fibre Reinforced High Impact Polystyrene Composites,TRUE,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Agung', 'given': 'E. H.'}, 'id': 'efriyo@yahoo.com'}, {'name': {'given': 'S.M.', 'honourific': None, 'lineage': None, 'family': 'Sapuan'}, 'id': 'sapuan@eng.ump.edu.my'}, {'name': {'given': 'M.M.', 'honourific': None, 'lineage': None, 'family': 'Hamdan'}, 'id': 'megat@upnm.edu.my'}, {'name': {'family': 'Zaman', 'lineage': None, 'honourific': None, 'given': 'H. M.D. K.'}, 'id': 'khairul@Nuclear Malaysia.gov.my'}, {'name': {'honourific': None, 'family': 'Usman', 'lineage': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}]",,,,,,,,
1,http://repository.lppm.unila.ac.id/id/eprint/28528,2012-06-04 00:00:00.000000000,"Abstract In the current work, some well-known inference procedures including testing and estimation are adjusted to accommodate noisy data that lead to nonidentically distributed sample.  The main two cases addressed are the Poisson and the normal distributions. Both one and two sample cases are addressed.  Other cases including the exponential and the Pareto distributions are briefly mentioned.  In the Poisson case, the situation when the sample size is random is mentioned.

Keywords: Noisy samples, Hypothesis testing and estimation, Poisson, Normal, Exponential, and Pareto.",8.0,published,['HA'],4,pub,public,Print ISSN: 1816-2711 Electronic ISSN: 2220-5810,2021-03-22 07:36:26,Pakistan Journal of Statistics and Operation Research,Pakistan Journal of Statistics and Operation Research,['FMIPA9'],disk0/00/02/85/28,https://pjsor.com/pjsor/article/view/515/248,2021-03-22 07:36:26,"[{'content': 'published', 'language': 'en', 'rev_number': 4, 'mime_type': 'application/xml', 'format': 'archive', 'files': [{'datasetid': 'document', 'fileid': 253289, 'hash': '22c1b23a0af975eccb37335323d9a0e9', 'mime_type': 'application/xml', 'hash_type': 'MD5', 'mtime': '2017-05-30 03:06:32', 'objectid': 42579, 'filesize': 54661, 'filename': 248, 'uri': 'http://repository.lppm.unila.ac.id/id/file/253289'}], 'main': 248, 'docid': 42579, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42579', 'pos': 1, 'eprintid': 28528, 'placement': 1}, {'placement': 2, 'eprintid': 28528, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42580', 'pos': 2, 'security': 'public', 'files': [{'fileid': 253290, 'datasetid': 'document', 'hash': '0c609849e5c221d849c8fd88ffe6e69c', 'mime_type': 'application/pdf', 'objectid': 42580, 'filesize': 282644, 'filename': 'INferences for Noisy Samples.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/253290', 'hash_type': 'MD5', 'mtime': '2017-05-30 03:08:05'}], 'main': 'INferences for Noisy Samples.pdf', 'docid': 42580, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}]",959,3.0,show,381-391,2021-03-22 07:36:26,archive,28528,Inference for Noisy Samples,TRUE,article,"[{'name': {'lineage': None, 'family': 'Ahmad', 'honourific': None, 'given': 'Ibrahim A.'}, 'id': 'iahmad@okstate.edu'}, {'name': {'given': 'Netti', 'family': 'Herawati', 'lineage': None, 'honourific': None}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",1963.0,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",[{'url': 'https://pjsor.com/pjsor/article/view/515/248'}],,,,,
2,http://repository.lppm.unila.ac.id/id/eprint/1509,1970-01-01 00:00:00.000002012,,4.0,published,['QA'],8,pub,public,2355-8202,2017-04-06 01:40:50,Bulletin of Mathematics,Indonesian Mathematical Society Aceh-North Sumatera,['FMIPA9'],disk0/00/00/15/09,http://jurnal.bull-math.org/index.php/bullmath/issue/view/8,2017-04-06 01:40:50,"[{'main': 'Partition dimension of amalgamation of stars.pdf', 'docid': 1381, 'files': [{'hash': 'cae20cc404816f5c9a3d6f89e652f1ae', 'mime_type': 'application/pdf', 'fileid': 10280, 'datasetid': 'document', 'mtime': '2017-04-06 00:12:38', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/10280', 'filename': 'Partition dimension of amalgamation of stars.pdf', 'objectid': 1381, 'filesize': 235820}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 1509, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/1381', 'security': 'public'}]",821,2.0,show,161-167,2017-04-06 01:40:46,archive,1509,Partiton dimension of amalgamation of stars,TRUE,article,"[{'id': 'asmiati308@yahoo.com', 'name': {'honourific': None, 'family': 'Asmiati', 'lineage': None, 'given': 'Asmiati'}}]",,,,,,,,
3,http://repository.lppm.unila.ac.id/id/eprint/6726,2012-06-19 00:00:00.000000000,"Let G be a connected graph G. Let c be a k-coloring of V(G) which induces an ordered partition Π = {S1,S2, . . . ,Sk} of V(G), where Si is the set of vertices receiving color i. The color code cΠ(v) of vertex v is the ordered k-tuple (d(v,S1),d(v,S2), . . . ,d(v,Sk)), where d(v,Si) = min{d(v, x)|x ∈ Si}, for 1 ≤ i ≤ k. If the color codes of all vertices are different, then c is called a locating-coloring of G. The locating-chromatic number of G, denoted by χL(G) is the smallest k such that G has a locating k-coloring. In this paper, we investigate graphs with locating-chromatic number 3. In particular, we determine all maximal graphs having cycles (in terms of the number of edges) with locating-chromatic number 3. From this result, we then characterize all graphs on n vertices containing cycles with locating-chromatic number 3.",1.0,published,['QA'],6,pub,public,10.1063/1.4724167,2018-04-25 08:04:20,Characterizing all graphs containing cycles with locating-chromatic number 3,American Institute of Physics,['FMIPA9'],disk0/00/00/67/26,http://proceedings.aip.org/,2018-04-25 08:04:20,"[{'format': 'text', 'main': 'Characterizing all graphs containing cycles.pdf', 'docid': 19695, 'files': [{'hash': '2c63a08436143b43d9ef2d4df2e58697', 'mime_type': 'application/pdf', 'fileid': 61808, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61808', 'filename': 'Characterizing all graphs containing cycles.pdf', 'filesize': 944968, 'objectid': 19695, 'mtime': '2018-04-17 05:43:32', 'hash_type': 'MD5'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 6726, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19695'}]",821,1.0,show,351-357,2018-04-25 08:04:20,archive,6726,Characterizing all graphs containing cycles with locating-chromatic number 3,TRUE,article,"[{'id': 'asmiati308@yahoo.com', 'name': {'family': 'Asmiati', 'lineage': None, 'honourific': None, 'given': 'Asmiati'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Baskoro', 'given': 'Edy Tri'}}]",,,,,,,,
4,http://repository.lppm.unila.ac.id/id/eprint/6727,2012-02-01 00:00:00.000000000,"Let G=(V,E) be a connected graph and c be a proper k-coloring of G. Let Π = {C1,C2,...,C3} be a partition of V(G). Where Ci is the set of vertices receiving color i. The color code CΠ(V) of a vertex V in",63.0,published,['QA'],6,pub,public,,2018-04-25 08:04:01,THE LOCATING-CHROMATIC NUMBER OF FIRECRACKER GRAPHS,"Pushpa Publishing House, Allahabad, INDIA",['FMIPA9'],disk0/00/00/67/27,http://pphmj.com/journals/fjms.htm,2018-04-25 08:04:01,"[{'docid': 19696, 'main': 'Firecracker Graphs.pdf', 'files': [{'fileid': 61814, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '51ad2d51078cab198cd25ed87f54b93e', 'hash_type': 'MD5', 'mtime': '2018-04-17 05:58:47', 'objectid': 19696, 'filesize': 123705, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61814', 'filename': 'Firecracker Graphs.pdf'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 6727, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19696', 'security': 'public'}]",821,1.0,show,11-23,2018-04-25 08:04:01,archive,6727,THE LOCATING-CHROMATIC NUMBER OF FIRECRACKER GRAPHS,TRUE,article,"[{'id': 'asmiati308@yahoo.com', 'name': {'honourific': None, 'family': 'Asmiati', 'lineage': None, 'given': 'Asmiati'}}, {'id': None, 'name': {'given': 'Edy Tri', 'lineage': None, 'family': 'Baskoro', 'honourific': None}}, {'id': None, 'name': {'given': 'H', 'family': 'Assiyatun', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'D', 'family': 'Suprijanto', 'lineage': None, 'honourific': None}}]",,,,,,,,
5,http://repository.lppm.unila.ac.id/id/eprint/6816,2012-09-01 00:00:00.000000000,"The Parametric Cox’s Proportional Hazard Model based on Expectation-Maximization (EM) algorithm for partly interval-censored data is studied. We mean by partly interval-censored data that the observed data include both the exact and interval-censored observations on the survival time of interest. Through the simulation data and real data, we demonstrate that the resulting estimate of regression coefficient and its associated standard error. Our proposal is easily implemented by using SAS software in the present of partly interval-censored data.",2.0,published,['QA'],6,pub,public,,2018-04-25 04:22:54,International Journal of Applied Physics and Mathematics,,['FMIPA9'],disk0/00/00/68/16,,2018-04-25 04:22:54,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'fileid': 62360, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4cf2f8796678a0530cf42e563c178718', 'filesize': 520683, 'objectid': 19788, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62360', 'filename': 'JOURNAL FAIZ Paper 04.pdf', 'hash_type': 'MD5', 'mtime': '2018-04-24 08:20:01'}], 'main': 'JOURNAL FAIZ Paper 04.pdf', 'docid': 19788, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19788', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 6816}]",701,5.0,show,352-354,2018-04-25 04:22:54,archive,6816,Parametric Cox’s Model for Partly Interval-Censored Data with Application to AIDS Studies,TRUE,article,"[{'name': {'given': 'Faiz A. M.', 'lineage': None, 'family': 'Elfaki', 'honourific': None}, 'id': None}, {'id': None, 'name': {'given': 'M', 'lineage': None, 'family': 'Azram', 'honourific': None}}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'family': 'Usman', 'lineage': None}}]",,,,,,,,
6,http://repository.lppm.unila.ac.id/id/eprint/6704,2012-12-15 00:00:00.000000000,Cadangan asuransi merupakan suatu dana yang harus dipersiapkan jika sewaktu waktu pemegang polis mengalami klaim. Faktor biaya pemeliharaan asuransi menyebabkan cadangan perlu disesuaikan. Penyesuaian cadangan yang digunakan adalah metode Zillmer dan metode New Jersey. Kelebihan metode Zillmer yaitu presentase biaya pada premi kotor dapat ditentukan sesuai kebutuhan perusahaan. Kelebihan Metode New Jersey yaitu Metode ini baik digunakan untuk 20 kali pembayaran premi dan nilai alpha diawal tahun seluruhnya digunakan untuk biaya pengurusan polis. Setelah melakukan simulasi dengan menawarkan premi yang sama terhadap kedua metode tersebut maka hasil yang diperoleh menyatakan bahwa cadangan dengan metode Zillmer lebih besar dibandingkan dengan metode New Jersey.,,published,['QA'],6,pub,public,2337-9057,2018-04-25 08:08:52,ANALISIS CADANGAN ASURANSI DENGAN METODE ZILLMER DAN NEW JERSEY,"Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",['FMIPA9'],disk0/00/00/67/04,,2018-04-25 08:08:52,"[{'main': 'Prosiding Seminar Sains, Edukasi & TI 2012Eva F_Rudi R_Widiarti.pdf', 'docid': 19672, 'files': [{'fileid': 61676, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '817bc3517c2e98154998c7c3cc11d0c6', 'hash_type': 'MD5', 'mtime': '2018-04-16 03:59:16', 'filesize': 400636, 'objectid': 19672, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61676', 'filename': 'Prosiding Seminar Sains, Edukasi & TI 2012Eva F_Rudi R_Widiarti.pdf'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 6704, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19672', 'security': 'public'}]",33,,show,86-93,2018-04-25 08:08:52,archive,6704,ANALISIS CADANGAN ASURANSI DENGAN METODE ZILLMER DAN NEW JERSEY,TRUE,article,"[{'name': {'lineage': None, 'family': 'Fitrilia', 'honourific': None, 'given': 'Eva'}, 'id': None}, {'id': None, 'name': {'given': 'Rudi', 'family': 'Ruswandi', 'lineage': None, 'honourific': None}}, {'id': 'widiarti08@gmail.com', 'name': {'honourific': None, 'family': 'Widiarti', 'lineage': None, 'given': 'Widiarti'}}]",,,,,,,,
7,http://repository.lppm.unila.ac.id/id/eprint/6717,2012-12-15 00:00:00.000000000,Cadangan asuransi merupakan suatu dana yang harus dipersiapkan jika sewaktu waktu pemegang polis mengalami klaim. Faktor biaya pemeliharaan asuransi menyebabkan cadangan perlu disesuaikan. Penyesuaian cadangan yang digunakan adalah metode Zillmer dan metode New Jersey. Kelebihan metode Zillmer yaitu presentase biaya pada premi kotor dapat ditentukan sesuai kebutuhan perusahaan. Kelebihan Metode New Jersey yaitu Metode ini baik digunakan untuk 20 kali pembayaran premi dan nilai alpha diawal tahun seluruhnya digunakan untuk biaya pengurusan polis. Setelah melakukan simulasi dengan menawarkan premi yang sama terhadap kedua metode tersebut maka hasil yang diperoleh menyatakan bahwa cadangan dengan metode Zillmer lebih besar dibandingkan dengan metode New Jersey.,,published,['QA'],6,pub,public,2337-9057,2018-04-25 08:08:35,ANALISIS CADANGAN ASURANSI DENGAN METODE ZILLMER DAN NEW JERSEY,"Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",['FMIPA9'],disk0/00/00/67/17,,2018-04-25 08:08:35,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19686', 'eprintid': 6717, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Prosiding Seminar Sains, Edukasi & TI 2012Eva F_Rudi R_Widiarti.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '817bc3517c2e98154998c7c3cc11d0c6', 'fileid': 61755, 'datasetid': 'document', 'filename': 'Prosiding Seminar Sains, Edukasi & TI 2012Eva F_Rudi R_Widiarti.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61755', 'filesize': 400636, 'objectid': 19686, 'mtime': '2018-04-16 07:33:03', 'hash_type': 'MD5'}], 'docid': 19686}]",779,,show,86-93,2018-04-25 08:08:35,archive,6717,ANALISIS CADANGAN ASURANSI DENGAN METODE ZILLMER DAN NEW JERSEY,TRUE,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Fitrilia', 'given': 'Eva'}, 'id': None}, {'name': {'lineage': None, 'family': 'Ruswandi', 'honourific': None, 'given': 'Rudi'}, 'id': None}, {'id': 'widiarti08@gmail.com', 'name': {'family': 'Widiarti', 'lineage': None, 'honourific': None, 'given': 'Widiarti'}}]",,,,,,,,
8,http://repository.lppm.unila.ac.id/id/eprint/6805,2012-12-15 00:00:00.000000000,"Geometri Affin merupakan bagian dari geometri insidensi yang memiliki unsur-unsur tak terdefinisi titik, garis, dan bidang. Aksioma-aksioma yang membentuk geometri Affin disebut dengan aksioma playfair yaitu aksioma yang menyatakan bahwa melalui suatu titik yang terletak di luar suatu garis dapat ditarik tepat satu garis yang sejajar dengan garis yang diketahui. Kesejajaran dari unsur-unsur tak terdefinisi akan membentuk geometri Affin yang isomorfis. Dugaan sementara geometri Affin memiliki sifat kesejajaran, sehingga kemungkinan besar bahwa terdapat keisomorfismaan pada geometri Affin. Hal yang akan dijadikan sebagai pokok pembahasan adalah tentang adanya kebenaran yang nyata dari suatu bidang-bidang yang sejajar.Metode yang digunakan adalah dengan gambar dan juga contoh. Metode kontradiksi, juga dijadikan sebagai solusi penyelesaian masalah.",1.0,published,['QA'],6,pub,public,2337-9057,2018-04-25 04:26:19,"Prosiding Seminar Hasil Penelitian Sains, Edukasi, dan Teknologi Informasi",FMIPA Universitas Lampung,['FMIPA9'],disk0/00/00/68/05,http://www.unila.ac.id/~mipa/,2018-04-25 04:26:19,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Prosiding Seminar Sain, Edukasi & TI 2012 Pratiwi_Muslim_Dorrah.pdf', 'docid': 19777, 'files': [{'fileid': 62292, 'datasetid': 'document', 'hash': '0c456b1611dc0aabc78398be4e3b7bce', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-04-24 06:43:44', 'filesize': 275568, 'objectid': 19777, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62292', 'filename': 'Prosiding Seminar Sain, Edukasi & TI 2012 Pratiwi_Muslim_Dorrah.pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19777', 'eprintid': 6805, 'placement': 1}]",996,1.0,show,38-41,2018-04-25 04:26:19,archive,6805,KEISOMORFISMAAN GEOMETRI AFFIN,TRUE,article,"[{'name': {'lineage': None, 'family': 'Handayani', 'honourific': None, 'given': 'Pratiwi'}, 'id': 'Alim_banget@rocketmail.com'}, {'id': 'ansomath@yahoo.com', 'name': {'lineage': None, 'family': 'Ansori', 'honourific': None, 'given': 'Muslim'}}, {'name': {'given': 'Dorrah', 'lineage': None, 'family': 'Aziz', 'honourific': None}, 'id': None}]",,,,,,,,
9,http://repository.lppm.unila.ac.id/id/eprint/6812,2012-12-15 00:00:00.000000000,"Geometri Affin merupakan bagian dari geometri insidensi yang memiliki unsur-unsur tak terdefinisi titik, garis, dan bidang. Aksioma-aksioma yang membentuk geometri Affin disebut dengan aksioma playfair yaitu aksioma yang menyatakan bahwa melalui suatu titik yang terletak di luar suatu garis dapat ditarik tepat satu garis yang sejajar dengan garis yang diketahui. Kesejajaran dari unsur-unsur tak terdefinisi akan membentuk geometri Affin yang isomorfis. Dugaan sementara geometri Affin memiliki sifat kesejajaran, sehingga kemungkinan besar bahwa terdapat keisomorfismaan pada geometri Affin. Hal yang akan dijadikan sebagai pokok pembahasan adalah tentang adanya kebenaran yang nyata dari suatu bidang-bidang yang sejajar.Metode yang digunakan adalah dengan gambar dan juga contoh. Metode kontradiksi, juga dijadikan sebagai solusi penyelesaian masalah.",1.0,published,['QA'],6,pub,public,2337-9057,2018-04-25 04:23:35,"Prosiding Seminar Hasil Penelitian Sains, Edukasi, dan Teknologi Informasi",FMIPA Universitas Lampung,['FMIPA9'],disk0/00/00/68/12,http://www.unila.ac.id/~mipa/,2018-04-25 04:23:35,"[{'eprintid': 6812, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19784', 'format': 'text', 'main': 'Prosiding Seminar Sain, Edukasi & TI 2012 Pratiwi_Muslim_Dorrah.pdf', 'docid': 19784, 'files': [{'fileid': 62334, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0c456b1611dc0aabc78398be4e3b7bce', 'filesize': 275568, 'objectid': 19784, 'filename': 'Prosiding Seminar Sain, Edukasi & TI 2012 Pratiwi_Muslim_Dorrah.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62334', 'hash_type': 'MD5', 'mtime': '2018-04-24 07:41:04'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",1012,1.0,show,38-41,2018-04-25 04:23:35,archive,6812,KEISOMORFISMAAN GEOMETRI AFFIN,TRUE,article,"[{'name': {'given': 'Pratiwi', 'lineage': None, 'family': 'Handayani', 'honourific': None}, 'id': 'Alim_banget@rocketmail.com'}, {'name': {'given': 'Muslim', 'lineage': None, 'family': 'Ansori', 'honourific': None}, 'id': 'ansomath@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Aziz', 'lineage': None, 'given': 'Dorrah'}}]",,,,,,,,
